index,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,maxAge,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn
JCI,,2.77,,0.06917,15.721,,,3.5,,704332032,-,,,24.779,5788021,0.0082,,1632960000,0.91640997,1512999936,2.272,,,2.905888,0.00209,1696032000,,1632960000,1.72,2021-11-15,701719322,1.095064,65555062784,2,,2016-09-06,955:1000,,,,-0.39,,1639526400,1.4,,20.572857,1,,0.0094,7020955,,,
JPM,,-2.644,,0.36923,,,,11.97,,2955269888,-,,,86.355,14705396,0.005,,1640908800,0.71848,46502998016,15.809,,,1.7289674,0.00916,1703980800,,1640908800,1.25,2021-11-30,2917838628,1.115053,-346110001152,2,,2000-06-12,3:2,,,,-0.143,,1640908800,1.06,,12.473266,1,,0.005,14473691,,,
JNPR,,2.55,,0.03233,17.462,,,1.96,,325180992,-,,,13.484,12073996,0.037100002,,1609372800,0.958,150600000,0.45,,,2.55043,0.01273,1672444800,,1632960000,2.99,2021-11-15,321161874,0.866493,11879435264,2,,2000-06-16,2:1,,,,-0.389,,1639526400,2.12,,17.545918,1,,0.051,12876119,,,
K,,2.143,,0.08858,12.859,,,4.16,,341123008,-,,,10.213,17464657,0.0512,,1609545600,0.86217004,1260000000,3.668,,,6.194066,0.0074199997,1672617600,,1633132800,8.36,2021-11-15,278208260,0.586493,30487709696,2,,1997-08-25,2:1,,,,-0.118,,1639526400,5.02,,15.206731,1,,0.0635,18182264,,,
KEY,,4.655,,0.34092,,,,2.03,,931057984,-,,,16.775,15614752,0.0168,,1609372800,0.85806,2454000128,2.567,,,1.5266767,0.0050199996,1672444800,,1632960000,2.06,2021-11-15,925676768,1.473766,35200868352,2,,1998-03-09,2:1,,,,0.507,,1639526400,0.67,,12.615764,1,,0.0191,23632778,,,
KEYS,,7.305,,0.18093,25.82,,,7.48,,183042000,-,,,20.774,4356028,0.0238,,1635638400,0.89542997,894000000,4.78,,,8.244922,0.00471,1698710400,,1635638400,3.47,2021-11-15,181964358,0.960519,36096262144,2,,-,,,,,0.3,,1639526400,2.39,,22.898396,1,,0.0313,5031390,,,
KMB,,2.959,,0.103360005,15.067,,,6.75,,336716992,-,,,1.408,6897006,0.020499999,,1609372800,0.75565004,1996000000,5.882,,,96.63352,0.00095,1672444800,,1632960000,4.32,2021-11-15,336241951,0.502857,57134833664,2,,2014-11-03,1043:1000,,,,-0.006,,1639526400,-24.22,,20.157036,1,,0.020599999,6966911,,,
KIM,,18.991,,0.79679,31.935,,,0.67,,616428032,-,,,16.084,19986250,0.0324,,1609372800,0.93097997,933518976,2.019,,,1.5244964,0.0201,1672444800,,1632960000,5.04,2021-11-15,599574915,1.507532,22967623680,2,,2005-08-24,2:1,,,,,,1639526400,3.3,,36.597015,1,,0.0378,22849647,,,
KMI,,4.661,,0.11464,10.872,,,1.03,,2267429888,-,,,13.475,30622820,0.0135,,1609372800,0.56487,1740000000,0.768,,,1.2953618,0.11602,1672444800,,1632960000,1.88,2021-11-15,1981049665,1.015064,71308918784,2,,2015-01-20,10:1,,,,0.088,,1639526400,1.71,,16.946602,1,,0.015700001,29451703,,,
KLAC,,8.883,,0.36523998,21.296,,,21.24,,151622000,-,,,25.443,2755148,0.0182,,1625011200,0.89779997,2726141952,17.618,,,15.38144,0.0014300001,1688083200,,1632960000,2.31,2021-11-15,151358342,1.206753,66301206528,2,,2000-01-19,2:1,,,,1.54,,1639526400,1.04,,18.425142,1,,0.0208,2971547,,,
KHC,,2.557,,0.08758,10.025,,,2.64,,1224039936,-,,,40.822,18162703,0.0148,,1608940800,0.77628,2300999936,1.858,,,0.88493955,0.01651,1672012800,,1632528000,1.81,2021-11-15,707686529,1.078961,67175399424,2,,-,,,,,0.228,,1639526400,-5.44,,13.683712,1,,0.0274,25796146,,,
KR,,0.386,,0.0074699996,9.432,,,3.39,,735256000,-,,,12.898,32878900,0.044699997,,1611964800,0.82848,1004000000,1.325,,,3.4063423,0.00653,1675036800,,1636156800,3.65,2021-11-15,666847386,0.420779,52336750592,2,,2015-07-14,2:1,,,,-0.235,,1639526400,2.02,,12.960177,1,,0.045300003,36232648,,,
LHX,,2.695,,0.0858,13.142,,,13.68,,196224992,-,,,99.006,1552505,0.007900001,,1609459200,0.83866996,1556000000,7.514,,,2.1293662,0.00439,1672531200,,1633046400,1.49,2021-11-15,195436643,0.874805,48836210688,2,,2009-05-11,10000:9448,,,,0.129,,1639526400,,,,1,,0.008,2162428,,,
LH,,1.937,,0.16688,6.926,,,17.5,,95700000,-,,,109.859,2268394,0.023699999,,1609372800,0.9146,2762599936,28.187,,,2.508579,0.00612,1672444800,,1632960000,3.15,2021-11-15,95155467,1.013506,32074196992,2,,2002-05-13,2:1,,,,-0.165,,1639526400,-1.18,,15.748,1,,0.026700001,1143147,,,
LRCX,,6.388,,0.27072,19.325,,,36.65,,140799008,-,,,41.332,1988251,0.014099999,,1624752000,0.84265,4264751104,29.588,,,14.652084,0.00209,1687824000,,1632614400,1.34,2021-11-15,140350957,1.174025,100632379392,2,,2000-03-17,3:1,,,,0.433,,1639526400,1.28,,16.523872,1,,0.014199999,2047546,,,
LW,,2.964,,0.06827,19.038,,,2.7,,146068000,-,,,2.926,2036432,0.0139,,1622332800,0.87281,258300000,1.75,,,21.883116,0.00642,1685404800,,1630195200,0.89,2021-11-15,145215362,0.707532,11215129600,2,,-,,,,,-0.666,,1639526400,3.68,,23.714813,1,,0.015700001,3148717,,,
LVS,,8.702,,-0.23143,163.806,,,0.93,,763990016,-,,,2.751,9957669,0.012999999,,1609372800,0.373,-1382000000,-1.499,,,16.368593,0.56701,1672444800,,1632960000,1.15,2021-11-15,332030927,1.486233,42753253376,2,,-,,,,,,,1639526400,-0.12,,48.419353,1,,0.0301,10796109,,,
LDOS,,1.344,,0.057490002,12.047,,,6.97,,140339008,-,,,29.393,1206870,0.0086,,1609459200,0.81156,776000000,5.42,,,3.0605927,0.00772,1672531200,,1633046400,1.67,2021-11-15,132495789,0.853506,18143379456,2,,2013-09-30,405:1000,,,,0.258,,1639526400,1.36,,12.906743,1,,0.0097,1231763,,,
LEN,,1.327,,0.16329001,6.071,,,17.06,,271852000,-,,,69.103,6928251,0.0224,,1638230400,0.94389,4430111232,14.27,,,1.4026903,0.021879999,1701302400,,1638230400,2.99,2021-11-15,275060418,1.497662,35998306304,2,,2017-11-09,1017:1000,,,,0.349,,1639526400,0.3,,5.6817174,1,,0.0291,7233822,,,
LLY,,8.955,,0.21515,25.742,,,7.49,,956592000,-,,,8.552,6189909,0.0064999997,,1609372800,0.84056,5972400128,6.55,,,29.278648,0.0015199999,1672444800,,1632960000,1.8,2021-11-15,904815472,0.362392,248588304384,2,,1997-10-16,2:1,,,,-0.081,,1639526400,5.2,,33.430042,1,,0.0078,7144850,,,
LNC,,0.733,,0.07078,7.172,,,11.14,,180708992,-,,,113.763,4771049,0.026400002,,1609372800,0.8062,1328000000,6.972,,,0.6257747,0.061279997,1672444800,,1632960000,2.96,2021-11-15,169567996,2.105454,13749679104,2,,1999-06-22,2:1,,,,-0.201,,1639526400,0.19,,6.390485,1,,0.0299,6330831,,,
LIN,,6.389,,0.11993,19.208,,,10.32,,512555008,-,,,86.475,2602325,0.0050999997,,1609372800,0.79819,3566000128,6.796,,,3.739925,0.00204,1672444800,,1632960000,1.59,2021-11-15,511780773,0.825974,190175002624,2,,2003-12-16,2:1,,,,0.399,,1639526400,,,31.338179,1,,0.0050999997,2962490,,,
LYV,,7.857,,-0.23649,-109.363,,,0.82,,224660000,-,,,-1.838,13564904,0.060399998,,1609372800,0.75099,-896387008,-4.165,,,,0.3305,1672444800,,1632960000,5.53,2021-11-15,149294399,1.290909,29878796288,2,,-,,,,,,,1639526400,-0.55,,133.59756,1,,0.090100005,14431039,,,
LKQ,,1.614,,0.08055,11.652,,,3.99,,291491008,-,,,20.195,5696618,0.0195,,1609372800,0.98565,1035060992,3.436,,,2.8031693,0.00403,1672444800,,1632960000,3.47,2021-11-15,271821358,1.616623,20755605504,2,,2012-09-19,2:1,,,,0.468,,1639526400,0.45,,14.18797,1,,0.0197,5784623,,,
LMT,,1.64,,0.091309994,12.394,,,26.28,,275785984,-,,,35.15,2569322,0.0093,,1609372800,0.74662,6057999872,21.709,,,10.986059,0.00078,1672444800,,1632614400,1.67,2021-11-15,235728460,0.92,108778930176,2,,1999-01-04,2:1,,,,-0.638,,1639526400,3.22,,14.694064,1,,0.011,2524319,,,
L,,1.397,,0.11124,6.003,,,2.9,,253684000,-,,,70.21,1778876,0.0069999998,,1609372800,0.64361,1632000000,6.151,,,0.86739784,0.16494,1672444800,,1632960000,1.89,2021-11-15,212232379,0.938701,20494317568,2,,2006-05-09,3:1,,,,0.583,,1639526400,,,,1,,0.0084,1823391,,,
LOW,,2.093,,0.08625,13.427,,,12.9,,673747008,-,,,-2.297,7872997,0.0117,,1611878400,0.77269995,8181000192,11.467,,,,0.00055,1674950400,,1635465600,2.06,2021-11-15,673093654,1.294025,199288258560,2,,2006-07-03,2:1,,,,1.74,,1639526400,1.3,,18.517054,1,,0.0117,7343445,,,
LUMN,,2.108,,-0.03827,4.97,,,1.58,,1023889984,-,,,10.846,94771574,0.0926,,1609372800,0.82195,-764000000,-0.709,,,1.1603357,0.0069999998,1672444800,,1632960000,8.53,2021-11-30,917624191,0.980739,42078183424,2,,1999-04-01,3:2,,,,0.486,,1640908800,-0.57,,7.9651895,1,,0.106400006,103796276,,,
LYB,,1.102,,0.13903,5.65,,,15.21,,332784000,-,,,35.369,4558658,0.0137,,1609372800,0.70395,5728999936,17.121,,,2.8205492,0.21368,1672444800,,1632960000,1.66,2021-11-15,261019086,1.469336,45496111104,2,,-,,,,,14.714,,1639526400,0.11,,6.558843,1,,0.020499999,4269358,,,
MTB,,-2.333,,0.31173,,,,11.63,,128685000,-,,,122.602,5063346,0.039300002,,1609372800,0.87679,1794668032,13.946,,,1.4113961,0.00465,1672444800,,1632960000,5.42,2021-11-15,127880288,1.077922,-14009461760,2,,2000-10-06,10:1,,,,0.331,,1639526400,0.9,,14.878761,1,,0.0442,4651128,,,
MRO,,3.687,,-0.00871,6.975,,,1.96,,778537024,-,,,13.683,23342409,0.03,,1609372800,0.75462997,-41000000,-0.052,,,1.518673,0.0025499999,1672444800,,1632960000,1.38,2021-11-15,722326533,3.031688,17360033792,2,,2011-07-01,10000:5965,,,,,,1639526400,-5.52,,10.602041,1,,0.0337,22729855,,,
MPC,,0.646,,0.089770004,11.228,,,4.22,,615587968,-,,,45.466,16688968,0.0271,,1609372800,0.79457,476000000,14.246,,,1.7098491,0.00338,1672444800,,1632960000,2.64,2021-11-30,613482371,2.081094,66551218176,2,,2015-06-11,2:1,,,,,,1640908800,0.89,,18.4218,1,,0.0306,19497523,,,
MKTX,,20.743,,0.39508998,36.398,,,7.89,,38026500,-,,,27.752,1084334,0.028499998,,1609372800,0.97461,278633984,7.31,,,12.565941,0.02686,1672444800,,1632960000,3.48,2021-11-15,37023725,0.367792,14628788224,2,,-,,,,,-0.145,,1639526400,11.8,,44.19899,1,,0.0327,1298826,,,
MAR,,22.67,,0.16379999,39.099,,,5.32,,325683008,-,,,2.819,5485152,0.0168,,1609372800,0.6121,467000000,1.428,,,57.225967,0.16378,1672444800,,1632960000,2.42,2021-11-15,284809871,1.74961,64631017472,2,,2011-11-22,1061:1000,,,,1.2,,1639526400,0.25,,30.323309,1,,0.019199999,5412627,,,
MMC,,5.033,,0.1421,17.985,,,6.73,,504895008,-,,,19.257,4733937,0.0094,,1609372800,0.91282,2713999872,5.29,,,8.016757,0.00106,1672444800,,1632960000,2.74,2021-11-15,500740078,0.927272,96132259840,2,,2002-07-01,2:1,,,,0.699,,1639526400,2.11,,22.938885,1,,0.0094,4475993,,,
MLM,,6.409,,0.1521,21.371,,,14.75,,62381900,-,,,101.857,703768,0.0113,,1609372800,0.94388,728600000,11.65,,,3.7975788,0.0061299996,1672444800,,1632960000,2.47,2021-11-15,58552891,0.697142,30705827840,2,,-,,,,,-0.135,,1639526400,1.84,,26.224407,1,,0.0127,580254,,,
MAS,,2.393,,0.057589997,16.348,,,4.14,,244087008,-,,,-0.516,7242351,0.0297,,1609372800,0.95049006,462000000,1.822,,,,0.00566,1672444800,,1632960000,4.49,2021-11-15,242630291,1.335064,19650383872,2,,2015-07-01,1138:1000,,,,-0.2,,1639526400,1.23,,15.432367,1,,0.033800002,6421116,,,
MA,,20.629,,0.45497,35.874,,,10.53,,974708992,-,,,6.814,5399431,0.0055,,1609372800,0.76728,8093000192,8.13,,,58.35486,0.10946,1672444800,,1632960000,1.23,2021-11-30,973252576,1.139381,366954774528,2,,2014-01-22,10:1,,,,0.596,,1640908800,1.73,,37.761635,1,,0.0062,4308974,,,
MTCH,,14.602,,0.19855,46.033,,,2.58,,283084992,-,,,-0.247,13793938,0.048699997,,1609372800,1.00192,561113024,1.884,,,,0.02996,1672444800,,1632960000,4.73,2021-11-15,274363454,,41302667264,2,,2020-07-02,1:1,,,,-0.071,,1639526400,2.3,,45.68605,1,,0.0558,13497244,,,
MKC,,5.048,,0.12344,24.651,,,3.1,,249352000,-,,,16.409,6108540,0.0229,,1606694400,0.84797996,758600000,2.82,,,6.177098,0.00337,1669766400,,1630368000,3.5,2021-11-15,263037839,0.458701,31021047808,2,,2020-12-01,2:1,,,,0.031,,1639526400,4.71,,32.696774,1,,,4060849,,,
MCD,,10.882,,0.32332,21.843,,,10.14,,747244992,-,,,-7.595,6599551,0.0088,,1609372800,0.68961996,7283599872,9.7,,,,0.00046,1672444800,,1632960000,2.41,2021-11-15,746655103,0.580259,245151268864,2,,1999-03-08,2:1,,,,0.22,,1639526400,1.32,,25.793884,1,,0.0088,5777990,,,
MCK,,0.176,,-0.01915,10.802,,,22.03,,152682000,-,,,-3.74,2001890,0.013099999,,1617148800,0.88999003,-4803999744,-30.589,,,,0.00054000004,1680220800,,1632960000,1.73,2021-11-15,152537118,0.751688,44246175744,2,,1998-01-05,2:1,,,,-0.537,,1639526400,0.93,,11.6867895,1,,0.0147,2034983,,,
MDT,,4.958,,0.14793,16.428,,,6.16,,1344560000,-,,,38.659,9778562,0.0073,,1619740800,0.82773,4704000000,3.468,,,2.6485424,0.00234,1682812800,,1635465600,1.28,2021-11-15,1342527502,0.810389,157658562560,2,,1999-09-27,2:1,,,,1.681,,1639526400,1.63,,16.621754,1,,0.0073,9840281,,,
MRK,,4.011,,0.13681,10.02,,,7.2,,2525939968,-,,,14.174,21285020,0.0084,,1609372800,0.7463,8456000000,2.834,,,5.7840624,0.00072999997,1672444800,,1632960000,1.38,2021-11-15,2523013841,0.494545,210990940160,2,,2021-06-03,1048:1000,,,,0.553,,1639526400,0.87,,11.38657,1,,0.0084,22177006,,,
FB,,7.479,,0.35880002,15.343,,,14.23,,2366279936,-,,,47.748,26430406,0.0095,,1609372800,0.8002,40304001024,13.974,,,6.7416434,0.00597,1672444800,,1632960000,1.31,2021-11-30,2350614609,1.282818,840160772096,2,,-,,,,,0.172,,1640908800,1.13,,22.621223,1,,0.0112,25262598,,,
MET,,1.867,,0.07821,15.803,,,7.2,,841160000,-,,,81.761,8412159,0.01,,1609372800,0.76134,5301000192,5.992,,,0.8365847,0.15557,1672444800,,1632960000,1.59,2021-11-15,709745736,1.25974,131481944064,2,,2017-08-07,1122:1000,,,,1.244,,1639526400,0.92,,9.5,1,,0.0119,7735194,,,
MTD,,10.839,,0.20848,37.495,,,37.32,,22985700,-,,,6.925,326129,0.014199999,,1609372800,0.95962,754409024,31.903,,,219.3213,0.0156,1672444800,,1632960000,3.25,2021-11-15,22621792,1.034285,39223590912,2,,1996-06-25,1:2,,,,0.259,,1639526400,2.73,,40.69668,1,,0.0166,393500,,,
MGM,,5.812,,0.08663,42.043,,,0.85,,468960000,-,,,14.54,10868333,0.0232,,1609372800,0.66890997,615225024,1.247,,,3.0034387,0.15404001,1672444800,,1632960000,1.65,2021-11-15,375702489,2.393246,45339873280,2,,2005-05-19,2:1,,,,,,1639526400,0.14,,51.37647,1,,0.028199999,11205533,,,
MCHP,,9.359,,0.10715,22.785,,,4.91,,554870976,-,,,10.278,11503544,0.0207,,1617148800,0.90392995,647000000,1.143,,,7.641818,0.02004,1680220800,,1632960000,2.77,2021-11-15,543806590,1.53974,56514641920,2,,2002-05-09,3:2,,,,2.288,,1639526400,1.08,,15.996457,1,,0.023699999,12166509,,,
MU,,3.571,,0.24861999,7.056,,,11.51,,1120169984,-,,,41.026,23995131,0.0214,,1630540800,0.80306,7363999744,6.461,,,2.0352945,0.00202,1693612800,,1638403200,1.21,2021-11-15,1115810850,1.144935,105769459712,2,,2000-05-02,2:1,,,,1.872,,1639526400,0.45,,7.254561,1,,0.0215,21765816,,,
MSFT,,13.722,,0.38515,28.206,,,10.54,,7507979776,-,,,20.242,42981645,0.0057,,1625011200,0.71769994,67882999808,8.939,,,15.373975,0.00062,1688083200,,1632960000,1.48,2021-11-15,7501148182,0.872727,2418551554048,2,,2003-02-18,2:1,,,,0.476,,1639526400,2.16,,29.525618,1,,0.0057,41195079,,,
MAA,,17.787,,0.24825001,31.847,,,3.3,,115138000,-,,,51.218,2249876,0.0195,,1609372800,0.93296,427336000,3.727,,,4.1245756,0.00654,1672444800,,1632960000,3.26,2021-11-15,114346171,0.678441,30916288512,2,,-,,,,,0.41,,1639526400,8.33,,64.01591,1,,0.026600001,2131399,,,
MRNA,,7.283,,0.5968,11.087,,,26.47,,405449984,-,,,24.998,15356147,0.0379,,1609372800,0.61162996,7060936192,16.692,,,6.730139,0.09491,1672444800,,1632960000,1.13,2021-11-15,367467015,1.335722,86171066368,2,,-,,,,,,,1639526400,0.54,,6.355875,1,,0.051599998,14572308,,,
MHK,,1.293,,0.098570004,7.11,,,15.63,,67732400,-,,,128.588,833008,0.0123000005,,1609372800,0.79032,1092290944,49.89534,,,1.2259309,0.19601,1672444800,,1633132800,1.43,2021-11-15,54469697,1.494545,14324337664,2,,1997-12-05,3:2,,,,0.321,,1639526400,0.49,,10.085732,1,,0.0188,914539,,,
TAP,,1.784,,-0.04461,7.724,,,4.11,,200584992,-,,,61.206,13493139,0.0622,,1609372800,0.90708,-444100000,-2.046,,,0.7835833,0.0053399997,1672444800,,1632960000,9.33,2021-11-15,193452476,1.062857,17758824448,2,,2007-10-04,2:1,,,,0.321,,1639526400,3.34,,11.669099,1,,0.0945,15072422,,,
MDLZ,,3.873,,0.15702,17.739,,,3.1,,1394969984,-,,,19.857,9295630,0.0067000003,,1609372800,0.7893,4453000192,3.141,,,3.4073627,0.00121,1672444800,,1632960000,1.25,2021-11-15,1392907573,0.722597,109842898944,2,,-,,,,,0.124,,1639526400,2.62,,21.825808,1,,0.0067000003,11738947,,,
MPWR,,19.837,,0.19218999,84.987,,,8.53,,46093000,-,,,25.226,881391,0.0191,,1609372800,0.96123004,212239008,4.46,,,16.48577,0.02185,1672444800,,1632960000,2.58,2021-11-15,43333873,0.913766,21906927616,2,,-,,,,,0.238,,1639526400,2.73,,48.75381,1,,0.025899999,842639,,,
MNST,,9.186,,0.2876,26.481,,,2.94,,529139008,-,,,11.802,3745947,0.0070999996,,1609372800,0.65558,1527896960,2.86,,,7.3750215,0.28695,1672444800,,1632960000,1.58,2021-11-15,376879335,1.086753,48801148928,2,,2016-11-10,3:1,,,,-0.03,,1639526400,2.66,,29.605442,1,,0.0099,4448692,,,
MCO,,13.02,,0.35199,25.216,,,12.67,,185900000,-,,,13.072,1917218,0.010299999,,1609372800,0.93353,2100999936,11.162,,,26.507805,0.00247,1672444800,,1632960000,2.79,2021-11-15,185351366,1.17974,77716504576,2,,2005-05-19,2:1,,,,0.015,,1639526400,2.51,,27.348856,1,,0.0119,2202319,,,
MS,,-0.468,,0.25267,,,,153.38,,1794409984,-,,,54.563,13199618,0.0074,,1609372800,0.65599996,14240000000,7.832,,,1.8972235,0.21252,1672444800,,1632960000,1.33,2021-11-15,1412650811,1.526233,-27251609600,2,,2000-01-27,2:1,,,,0.364,,1639526400,0,,0.6749133,1,,0.0093,12977083,,,
MOS,,1.717,,0.16344999,6.879,,,7.03,,370409984,-,,,27.475,5367982,0.0145000005,,1609372800,0.80157,1793699968,4.672,,,1.5879891,0.0065200003,1672444800,,1632960000,1.17,2021-11-15,377718556,1.761558,18844372992,2,,1995-12-01,2:1,,,,,,1639526400,1.11,,6.206259,1,,0.016,4928343,,,
MSI,,6.059,,0.1546,21.468,,,9.88,,168896992,-,,,-1.555,1205028,0.0070999996,,1609372800,0.8835,1256000000,7.245,,,,0.00559,1672444800,,1633132800,1.58,2021-11-15,168167851,0.765714,49225056256,2,,2011-01-04,10000:40425,,,,0.498,,1639526400,2.05,,23.878035,1,,0.008,1157050,,,
MSCI,,26.73,,0.35529,46.688,,,11.15,,82446704,-,,,-3.396,694847,0.0084,,1609372800,0.92350996,688334016,8.24,,,,0.02931,1672444800,,1632960000,2.02,2021-11-15,80019483,0.974545,51786371072,2,,-,,,,,-0.068,,1639526400,3.07,,49.275337,1,,0.0097,757688,,,
NDAQ,,6.64,,0.19599001,21.358,,,7.68,,167222000,-,,,37.947,2335908,0.0139999995,,1609372800,0.75434,1152999936,6.872,,,4.7882576,0.18254,1672444800,,1632960000,3.32,2021-11-15,117212592,0.83948,39062949888,2,,-,,,,,0.091,,1639526400,2.11,,23.658854,1,,0.0199,2423177,,,
NTAP,,3.189,,0.15573,14.815,,,5.51,,222278000,-,,,3.404,8945135,0.0402,,1619740800,0.94581,942000000,4.113,,,25.6463,0.00248,1682812800,,1635465600,4.49,2021-11-15,221626467,1.20935,19289563136,2,,2000-03-23,2:1,,,,0.635,,1639526400,2.12,,15.84392,1,,0.0631,10234004,,,
NFLX,,9.511,,0.17639999,40.687,,,13.09,,442952000,-,,,34.574,8515710,0.019199999,,1609372800,0.83048,5050954752,11.091,,,12.555532,0.01497,1672444800,,1632960000,2.92,2021-11-15,436932474,0.84987,272331112448,2,,2015-07-15,7:1,,,,0.834,,1639526400,1.29,,33.16234,1,,0.0196,9291615,,,
NWL,,1.43,,0.057579998,10.842,,,1.88,,425400000,-,,,9.532,11257131,0.026500002,,1609372800,0.90623003,603000000,1.41,,,2.4685273,0.0055400003,1672444800,,1632960000,3.56,2021-11-15,422915664,0.963636,14972390400,2,,1994-09-02,2:1,,,,-0.375,,1639526400,3.15,,12.515958,1,,0.0387,11957618,,,
NEM,,4.111,,0.16670999,8.306,,,2.75,,797435008,-,,,28.461,9631617,0.0121,,1609372800,0.80476,1976000000,2.537,,,2.1938794,0.0010800001,1672444800,,1632960000,1.51,2021-11-15,796047767,0.258181,50212016128,2,,1994-04-22,5:4,,,,-0.996,,1639526400,,,,1,,0.0137,7625571,,,
NWSA,,1.574,,0.0505,13.014,,,1.03,,392828000,-,,,13.853,5086069,0.0094,,1625011200,0.98882,492000000,0.83,,,1.6054285,0.00875,1688083200,,1632960000,1.38,2021-11-30,510838348,1.400912,15330696192,2,,-,,,,,4.765,,1640908800,1.34,,21.592234,1,,0.0134000005,8263916,,,
NWS,,1.586,,0.0505,13.115,,,,,199519008,-,,,13.853,2098576,0.0039,,1625011200,0.37085,492000000,0.83,,,1.6126472,0.38907,1688083200,,1632960000,2.75,2021-11-30,510838348,1.400912,15449230336,2,,2010-11-16,2:3,,,,4.765,,1640908800,,,,1,,0.026800001,1462241,,,
NEE,,14.071,,0.14399,32.927,,,2.74,,1962140032,-,,,18.678,21693474,0.0111,,1609372800,0.78938,2364000000,0.614,,,4.1626515,0.0015700001,1672444800,,1632960000,2.88,2021-11-15,1958546383,0.296502,231018496000,2,,2020-10-27,4:1,,,,-0.636,,1639526400,3.6,,28.375912,1,,0.0111,20174738,,,
NLSN,,2.096,,0.122370005,12.99,,,1.8,,358927008,-,,,8.62,32581603,0.0908,,1609372800,1.08118,121000000,2.183,,,2.212297,0.0053899996,1672444800,,1632960000,10.02,2021-11-15,322496307,1.415584,13431457792,2,,-,,,,,13.286,,1639526400,2.36,,10.594444,1,,0.1041,32908671,,,
NKE,,5.635,,0.13322,32.085,,,4.82,,1277810048,-,,,9.431,9743653,0.0062,,1622419200,0.82924,6168999936,3.81,,,15.751776,0.01222,1685491200,,1638230400,1.78,2021-11-15,1260729728,0.93922,260915544064,2,,2015-12-24,2:1,,,,0.069,,1639526400,2.89,,30.820538,1,,0.0097,7919652,,,
NI,,4.755,,0.10706,13.021,,,1.45,,392704992,-,,,12.162,13996900,0.0356,,1609372800,0.9763,448300000,1.095,,,2.4313436,0.0039,1672444800,,1632960000,3.21,2021-11-15,390964997,0.323636,22356303872,2,,2015-07-02,2545:1000,,,,,,1639526400,5.77,,20.393103,1,,0.056999996,18576723,,,
NSC,,7.833,,0.26843,15.273,,,13.74,,243344992,-,,,57.067,3596329,0.0148,,1609372800,0.75498,2913999872,11.619,,,4.8777747,0.00114,1672444800,,1632960000,2.89,2021-11-15,242981926,1.356817,85086715904,2,,1997-10-10,3:1,,,,0.323,,1639526400,1.39,,20.259096,1,,0.0148,3342199,,,
NTRS,,4.167,,0.21587,,,,7.59,,207660992,-,,,53.038,1847637,0.0089,,1609372800,0.82488996,1326599936,6.34,,,2.2444286,0.00369,1672444800,,1632960000,3.01,2021-11-15,205256530,1.164675,26633101312,2,,1999-12-10,2:1,,,,0.344,,1639526400,0.95,,15.683794,1,,0.0101,1775119,,,
NOC,,1.961,,0.124189995,12.83,,,25.08,,157338000,-,,,71.913,1818188,0.0116,,1609372800,0.83259004,4624999936,28.35,,,5.132382,0.00209,1672444800,,1632960000,2.25,2021-11-15,158188860,0.812467,73029861376,2,,2011-03-31,10000:9035,,,,0.078,,1639526400,2.48,,14.716308,1,,0.0116,2101717,,,
NLOK,,6.644,,0.32949,14.011,,,1.97,,581755008,-,,,-0.399,22120099,0.038,,1617321600,0.98253995,895000000,1.496,,,,0.00401,1680393600,,1633046400,4.75,2021-11-15,579643248,1.081038,17864595456,2,,2004-12-01,2:1,,,,4.203,,1639526400,1.2,,13.190355,1,,0.0506,20459790,,,
NCLH,,114.554,,0,-11.619,,,-0.02,,416892000,-,,,7.792,35681942,0.0856,,1609372800,0.49903,-3672798976,-10.773,,,2.7502568,0.00437,1672444800,,1632960000,1.22,2021-11-15,368390114,2.698181,19488792576,2,,-,,,,,,,1639526400,0.12,,-1071.5,1,,0.0932,49819211,,,
NRG,,0.864,,0.11111,3.715,,,3.7,,244839008,-,,,16.66,10894581,0.044499997,,1609372800,0.98450994,2440999936,9.976,,,2.3547418,0.00939,1672444800,,1632960000,4.76,2021-11-15,242818732,0.84,18973024256,2,,2007-06-01,2:1,,,,5.498,,1639526400,0.12,,10.602702,1,,0.0509,11034535,,,
NUE,,1.204,,0.15857,4.919,,,16.72,,285799008,-,,,46.965,8094536,0.028299998,,1609372800,0.81641,4951439872,16.577,,,2.3519642,0.00497,1672444800,,1633132800,2.32,2021-11-15,284255560,1.436883,37790318592,2,,2006-06-01,2:1,,,,10.001,,1639526400,0.14,,6.6064596,1,,0.0324,7371048,,,
